product_id,drug_substance,actives_by_dose,notes,fa,f,tmax,dose_value,dose_unit,pss_inchikey,pss_inchi,pss_smiles,ps_smiles,ps_num_drugs,parent_drug_id
896,CLOPIDOGREL HYDROGEN SULPHATE,CLOPIDOGREL,,0.5,,0.75,75,MG,FDEODCTUSIWGLK-RSAXXLAASA-N,"InChI=1S/C16H16ClNO2S.H2O4S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14;1-5(2,3)4/h2-5,7,9,15H,6,8,10H2,1H3;(H2,1,2,3,4)/t15-;/m0./s1",COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3.OS(=O)(=O)O,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,1,67
897,IRBESARTAN,IRBESARTAN,Tmax for a combination product is quoted to be 1.75 hours,,0.7,,300,MG,YOSHYTLCDANDAN-UHFFFAOYSA-N,"InChI=1S/C25H28N6O/c1-2-3-10-22-26-25(15-6-7-16-25)24(32)31(22)17-18-11-13-19(14-12-18)20-8-4-5-9-21(20)23-27-29-30-28-23/h4-5,8-9,11-14H,2-3,6-7,10,15-17H2,1H3,(H,27,28,29,30)",CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1,96
898,IRBESARTAN,IRBESARTAN,Tmax for a combination product is quoted to be 1.75 hours,,0.7,,300,MG,YOSHYTLCDANDAN-UHFFFAOYSA-N,"InChI=1S/C25H28N6O/c1-2-3-10-22-26-25(15-6-7-16-25)24(32)31(22)17-18-11-13-19(14-12-18)20-8-4-5-9-21(20)23-27-29-30-28-23/h4-5,8-9,11-14H,2-3,6-7,10,15-17H2,1H3,(H,27,28,29,30)",CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1,96
899,OSILODROSTAT PHOSPHATE,OSILODROSTAT,Fa inferred from Tmax and radioactive dosing data,0.98,,1,10,MG,FMCPYRDGUZBOJZ-BTQNPOSSSA-N,"InChI=1S/C13H10FN3.H3O4P/c14-12-5-9(6-15)1-3-11(12)13-4-2-10-7-16-8-17(10)13;1-5(2,3)4/h1,3,5,7-8,13H,2,4H2;(H3,1,2,3,4)/t13-;/m1./s1",C1CC2=CN=CN2[C@H]1C3=C(C=C(C=C3)C#N)F.OP(=O)(O)O,N#Cc1ccc([C@H]2CCc3cncn32)c(F)c1.O=P(O)(O)O,1,445
900,IMIQUIMOD,IMIQUIMOD,,,,,37.5,MG PER G,DOUYETYNHWVLEO-UHFFFAOYSA-N,"InChI=1S/C14H16N4/c1-9(2)7-18-8-16-12-13(18)10-5-3-4-6-11(10)17-14(12)15/h3-6,8-9H,7H2,1-2H3,(H2,15,17)",CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,CC(C)Cn1cnc2c(N)nc3ccccc3c21,1,446
901,IMIQUIMOD,IMIQUIMOD,,,,,50,MG PER G,DOUYETYNHWVLEO-UHFFFAOYSA-N,"InChI=1S/C14H16N4/c1-9(2)7-18-8-16-12-13(18)10-5-3-4-6-11(10)17-14(12)15/h3-6,8-9H,7H2,1-2H3,(H2,15,17)",CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,CC(C)Cn1cnc2c(N)nc3ccccc3c21,1,446
902,CABAZITAXEL,CABAZITAXEL,,,,,40,MG PER ML,BMQGVNUXMIRLCK-OAGWZNDDSA-N,"InChI=1S/C45H57NO14/c1-24-28(57-39(51)33(48)32(26-17-13-11-14-18-26)46-40(52)60-41(3,4)5)22-45(53)37(58-38(50)27-19-15-12-16-20-27)35-43(8,36(49)34(55-10)31(24)42(45,6)7)29(54-9)21-30-44(35,23-56-30)59-25(2)47/h11-20,28-30,32-35,37,48,53H,21-23H2,1-10H3,(H,46,52)/t28-,29-,30+,32-,33+,34+,35-,37-,43+,44-,45+/m0/s1",CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,1,423
903,VOXELOTOR,VOXELOTOR,,,,2,500,MG,FWCVZAQENIZVMY-UHFFFAOYSA-N,"InChI=1S/C19H19N3O3/c1-13(2)22-16(8-10-21-22)19-14(5-4-9-20-19)12-25-18-7-3-6-17(24)15(18)11-23/h3-11,13,24H,12H2,1-2H3",CC(C)N1C(=CC=N1)C2=C(C=CC=N2)COC3=CC=CC(=C3C=O)O,CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,1,447
904,ODEVIXIBAT SESQUIHYDRATE,ODEVIXIBAT,Not for systemic administration,0,0,,1.2,MG,UIYFGCAQGONAMU-ZHQCGWDOSA-N,"InChI=1S/2C37H48N4O8S2.3H2O/c2*1-5-8-19-37(20-9-6-2)24-41(26-13-11-10-12-14-26)29-21-31(50-4)30(22-32(29)51(47,48)40-37)49-23-33(43)39-34(25-15-17-27(42)18-16-25)35(44)38-28(7-3)36(45)46;;;/h2*10-18,21-22,28,34,40,42H,5-9,19-20,23-24H2,1-4H3,(H,38,44)(H,39,43)(H,45,46);3*1H2/t2*28-,34+;;;/m00.../s1",CCCCC1(CN(C2=CC(=C(C=C2S(=O)(=O)N1)OCC(=O)N[C@H](C3=CC=C(C=C3)O)C(=O)N[C@@H](CC)C(=O)O)SC)C4=CC=CC=C4)CCCC.CCCCC1(CN(C2=CC(=C(C=C2S(=O)(=O)N1)OCC(=O)N[C@H](C3=CC=C(C=C3)O)C(=O)N[C@@H](CC)C(=O)O)SC)C4=CC=CC=C4)CCCC.O.O.O,CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)N[C@@H](CC)C(=O)O)c3ccc(O)cc3)cc2S(=O)(=O)N1,1,448
905,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,,0.34,0.17,1.25,40,MG,VWBQYTRBTXKKOG-IYNICTALSA-M,"InChI=1S/C23H36O7.Na/c1-4-13(2)23(29)30-20-11-17(25)9-15-6-5-14(3)19(22(15)20)8-7-16(24)10-18(26)12-21(27)28;/h5-6,9,13-14,16-20,22,24-26H,4,7-8,10-12H2,1-3H3,(H,27,28);/q;+1/p-1/t13-,14-,16+,17+,18+,19-,20-,22-;/m0./s1",CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)[O-])O)O)O.[Na+],CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+],1,449
905,FENOFIBRATE, FENOFIBRATE,,,,4.5,160,MG,YMTINGFKWWXKFG-UHFFFAOYSA-N,"InChI=1S/C20H21ClO4/c1-13(2)24-19(23)20(3,4)25-17-11-7-15(8-12-17)18(22)14-5-9-16(21)10-6-14/h5-13H,1-4H3",CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,1,340
906,SODIUM OXYBATE,SODIUM OXYBATE,,1,0.88,1.25,500,MG PER ML,XYGBKMMCQDZQOZ-UHFFFAOYSA-M,"InChI=1S/C4H8O3.Na/c5-3-1-2-4(6)7;/h5H,1-3H2,(H,6,7);/q;+1/p-1",C(CC(=O)[O-])CO.[Na+],O=C([O-])CCCO.[Na+],1,450
907,RIVASTIGMINE HYDROGEN TARTRATE,RIVASTIGMINE,,1,0.36,1,6,MG,GWHQHAUAXRMMOT-MBANBULQSA-N,"InChI=1S/C14H22N2O2.C4H6O6/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4;5-1(3(7)8)2(6)4(9)10/h7-11H,6H2,1-5H3;1-2,5-6H,(H,7,8)(H,9,10)/t11-;1-,2-/m01/s1",CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,1,292
908,MARIBAVIR,MARIBAVIR,,,,2,200,MG,KJFBVJALEQWJBS-XUXIUFHCSA-N,"InChI=1S/C15H19Cl2N3O4/c1-6(2)18-15-19-9-3-7(16)8(17)4-10(9)20(15)14-13(23)12(22)11(5-21)24-14/h3-4,6,11-14,21-23H,5H2,1-2H3,(H,18,19)/t11-,12-,13-,14-/m0/s1",CC(C)NC1=NC2=CC(=C(C=C2N1[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)Cl)Cl,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,1,451
909,BECLOMETASONE DIPROPIONATE,BECLOMETASONE DIPROPIONATE,,,,,0.1,MG,KUVIULQEHSCUHY-XYWKZLDCSA-N,"InChI=1S/C28H37ClO7/c1-6-23(33)35-15-22(32)28(36-24(34)7-2)16(3)12-20-19-9-8-17-13-18(30)10-11-25(17,4)27(19,29)21(31)14-26(20,28)5/h10-11,13,16,19-21,31H,6-9,12,14-15H2,1-5H3/t16-,19-,20-,21-,25-,26-,27-,28-/m0/s1",CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)Cl)O)C)C)OC(=O)CC,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,1,452
909,FORMOTEROL FUMARATE DIHYDRATE, FORMOTEROL FUMARATE DIHYDRATE,,,,,0.006,MG,RATSWNOMCHFQGJ-AYJOUMQSSA-N,"InChI=1S/2C19H24N2O4.C4H4O4.2H2O/c2*1-13(9-14-3-6-16(25-2)7-4-14)20-11-19(24)15-5-8-18(23)17(10-15)21-12-22;5-3(6)1-2-4(7)8;;/h2*3-8,10,12-13,19-20,23-24H,9,11H2,1-2H3,(H,21,22);1-2H,(H,5,6)(H,7,8);2*1H2/b;;2-1+;;/t2*13-,19+;;;/m11.../s1",C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.C(=C/C(=O)O)\C(=O)O.O.O,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1.COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1.O=C(O)/C=C/C(=O)O,2,10
909,GLYCOPYRRONIUM BROMIDE, GLYCOPYRRONIUM BROMIDE,,,,,0.0125,MG,VPNYRYCIDCJBOM-QQTWVUFVSA-M,"InChI=1S/C19H28NO3.BrH/c1-20(2)13-12-17(14-20)23-18(21)19(22,16-10-6-7-11-16)15-8-4-3-5-9-15;/h3-5,8-9,16-17,22H,6-7,10-14H2,1-2H3;1H/q+1;/p-1/t17-,19-;/m0./s1",C[N+]1(CC[C@@H](C1)OC(=O)[C@@](C2CCCC2)(C3=CC=CC=C3)O)C.[Br-],C[N+]1(C)CC[C@H](OC(=O)[C@](O)(c2ccccc2)C2CCCC2)C1.[Br-],1,198
910,BECLOMETASONE DIPROPIONATE,BECLOMETASONE DIPROPIONATE,,,,,0.1,MG,KUVIULQEHSCUHY-XYWKZLDCSA-N,"InChI=1S/C28H37ClO7/c1-6-23(33)35-15-22(32)28(36-24(34)7-2)16(3)12-20-19-9-8-17-13-18(30)10-11-25(17,4)27(19,29)21(31)14-26(20,28)5/h10-11,13,16,19-21,31H,6-9,12,14-15H2,1-5H3/t16-,19-,20-,21-,25-,26-,27-,28-/m0/s1",CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)Cl)O)C)C)OC(=O)CC,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,1,452
910,FORMOTEROL FUMARATE DIHYDRATE, FORMOTEROL FUMARATE DIHYDRATE,,,,,0.006,MG,RATSWNOMCHFQGJ-AYJOUMQSSA-N,"InChI=1S/2C19H24N2O4.C4H4O4.2H2O/c2*1-13(9-14-3-6-16(25-2)7-4-14)20-11-19(24)15-5-8-18(23)17(10-15)21-12-22;5-3(6)1-2-4(7)8;;/h2*3-8,10,12-13,19-20,23-24H,9,11H2,1-2H3,(H,21,22);1-2H,(H,5,6)(H,7,8);2*1H2/b;;2-1+;;/t2*13-,19+;;;/m11.../s1",C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.C(=C/C(=O)O)\C(=O)O.O.O,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1.COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1.O=C(O)/C=C/C(=O)O,2,10
910,GLYCOPYRRONIUM BROMIDE, GLYCOPYRRONIUM BROMIDE,,,,,0.0125,MG,VPNYRYCIDCJBOM-QQTWVUFVSA-M,"InChI=1S/C19H28NO3.BrH/c1-20(2)13-12-17(14-20)23-18(21)19(22,16-10-6-7-11-16)15-8-4-3-5-9-15;/h3-5,8-9,16-17,22H,6-7,10-14H2,1-2H3;1H/q+1;/p-1/t17-,19-;/m0./s1",C[N+]1(CC[C@@H](C1)OC(=O)[C@@](C2CCCC2)(C3=CC=CC=C3)O)C.[Br-],C[N+]1(C)CC[C@H](OC(=O)[C@](O)(c2ccccc2)C2CCCC2)C1.[Br-],1,198
911,TENOFOVIR DISOPROXIL PHOSPHATE,TENOFOVIR DISOPROXIL,Fasted state. Kinetic parameters refer to tenofovir,,0.25,1,245,MG,DJCLNKKHALBVLK-PFEQFJNWSA-N,"InChI=1S/C19H30N5O10P.H3O4P/c1-12(2)33-18(25)28-9-31-35(27,32-10-29-19(26)34-13(3)4)11-30-14(5)6-24-8-23-15-16(20)21-7-22-17(15)24;1-5(2,3)4/h7-8,12-14H,6,9-11H2,1-5H3,(H2,20,21,22);(H3,1,2,3,4)/t14-;/m1./s1",C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C.OP(=O)(O)O,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=P(O)(O)O,1,15
912,CANNABIDIOL,CANNABIDIOL,,,,3.75,100,MG PER ML,QHMBSVQNZZTUGM-ZWKOTPCHSA-N,"InChI=1S/C21H30O2/c1-5-6-7-8-16-12-19(22)21(20(23)13-16)18-11-15(4)9-10-17(18)14(2)3/h11-13,17-18,22-23H,2,5-10H2,1,3-4H3/t17-,18+/m0/s1",CCCCCC1=CC(=C(C(=C1)O)[C@@H]2C=C(CC[C@H]2C(=C)C)C)O,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,1,453
913,SELUMETINIB HYDROGEN SULFATE,SELUMETINIB,,,0.62,1.25,25,MG,GRKFGZYYYYISDX-UHFFFAOYSA-N,"InChI=1S/C17H15BrClFN4O3.H2O4S/c1-24-8-21-16-13(24)7-10(17(26)23-27-5-4-25)15(14(16)20)22-12-3-2-9(18)6-11(12)19;1-5(2,3)4/h2-3,6-8,22,25H,4-5H2,1H3,(H,23,26);(H2,1,2,3,4)",CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO.OS(=O)(=O)O,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21.O=S(=O)(O)O,1,454
914,ABROCITINIB,ABROCITINIB,,0.91,0.6,1,200,MG,IUEWXNHSKRWHDY-PHIMTYICSA-N,"InChI=1/C14H21N5O2S/c1-3-6-22(20,21)18-10-7-11(8-10)19(2)14-12-4-5-15-13(12)16-9-17-14/h4-5,9-11,18H,3,6-8H2,1-2H3,(H,15,16,17)/t10-,11+",N(C)(C1=C2C(NC=C2)=NC=N1)[C@H]3C[C@@H](NS(CCC)(=O)=O)C3,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,1,455
915,BECLOMETASONE DIPROPIONATE,BECLOMETASONE DIPROPIONATE,,,,,0.2,MG,KUVIULQEHSCUHY-XYWKZLDCSA-N,"InChI=1S/C28H37ClO7/c1-6-23(33)35-15-22(32)28(36-24(34)7-2)16(3)12-20-19-9-8-17-13-18(30)10-11-25(17,4)27(19,29)21(31)14-26(20,28)5/h10-11,13,16,19-21,31H,6-9,12,14-15H2,1-5H3/t16-,19-,20-,21-,25-,26-,27-,28-/m0/s1",CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)Cl)O)C)C)OC(=O)CC,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,1,452
915,FORMOTEROL FUMARATE DIHYDRATE, FORMOTEROL FUMARATE DIHYDRATE,,,,,0.006,MG,RATSWNOMCHFQGJ-AYJOUMQSSA-N,"InChI=1S/2C19H24N2O4.C4H4O4.2H2O/c2*1-13(9-14-3-6-16(25-2)7-4-14)20-11-19(24)15-5-8-18(23)17(10-15)21-12-22;5-3(6)1-2-4(7)8;;/h2*3-8,10,12-13,19-20,23-24H,9,11H2,1-2H3,(H,21,22);1-2H,(H,5,6)(H,7,8);2*1H2/b;;2-1+;;/t2*13-,19+;;;/m11.../s1",C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.C(=C/C(=O)O)\C(=O)O.O.O,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1.COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1.O=C(O)/C=C/C(=O)O,2,10
915,GLYCOPYRRONIUM BROMIDE, GLYCOPYRRONIUM BROMIDE,,,,,0.0125,MG,VPNYRYCIDCJBOM-QQTWVUFVSA-M,"InChI=1S/C19H28NO3.BrH/c1-20(2)13-12-17(14-20)23-18(21)19(22,16-10-6-7-11-16)15-8-4-3-5-9-15;/h3-5,8-9,16-17,22H,6-7,10-14H2,1-2H3;1H/q+1;/p-1/t17-,19-;/m0./s1",C[N+]1(CC[C@@H](C1)OC(=O)[C@@](C2CCCC2)(C3=CC=CC=C3)O)C.[Br-],C[N+]1(C)CC[C@H](OC(=O)[C@](O)(c2ccccc2)C2CCCC2)C1.[Br-],1,198
916,BECLOMETASONE DIPROPIONATE,BECLOMETASONE DIPROPIONATE,,,,,0.1,MG,KUVIULQEHSCUHY-XYWKZLDCSA-N,"InChI=1S/C28H37ClO7/c1-6-23(33)35-15-22(32)28(36-24(34)7-2)16(3)12-20-19-9-8-17-13-18(30)10-11-25(17,4)27(19,29)21(31)14-26(20,28)5/h10-11,13,16,19-21,31H,6-9,12,14-15H2,1-5H3/t16-,19-,20-,21-,25-,26-,27-,28-/m0/s1",CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)Cl)O)C)C)OC(=O)CC,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,1,452
916,FORMOTEROL FUMARATE DIHYDRATE, FORMOTEROL FUMARATE DIHYDRATE,,,,,0.006,MG,RATSWNOMCHFQGJ-AYJOUMQSSA-N,"InChI=1S/2C19H24N2O4.C4H4O4.2H2O/c2*1-13(9-14-3-6-16(25-2)7-4-14)20-11-19(24)15-5-8-18(23)17(10-15)21-12-22;5-3(6)1-2-4(7)8;;/h2*3-8,10,12-13,19-20,23-24H,9,11H2,1-2H3,(H,21,22);1-2H,(H,5,6)(H,7,8);2*1H2/b;;2-1+;;/t2*13-,19+;;;/m11.../s1",C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.C(=C/C(=O)O)\C(=O)O.O.O,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1.COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1.O=C(O)/C=C/C(=O)O,2,10
916,GLYCOPYRRONIUM BROMIDE, GLYCOPYRRONIUM BROMIDE,,,,,0.0125,MG,VPNYRYCIDCJBOM-QQTWVUFVSA-M,"InChI=1S/C19H28NO3.BrH/c1-20(2)13-12-17(14-20)23-18(21)19(22,16-10-6-7-11-16)15-8-4-3-5-9-15;/h3-5,8-9,16-17,22H,6-7,10-14H2,1-2H3;1H/q+1;/p-1/t17-,19-;/m0./s1",C[N+]1(CC[C@@H](C1)OC(=O)[C@@](C2CCCC2)(C3=CC=CC=C3)O)C.[Br-],C[N+]1(C)CC[C@H](OC(=O)[C@](O)(c2ccccc2)C2CCCC2)C1.[Br-],1,198
917,BECLOMETASONE DIPROPIONATE,BECLOMETASONE DIPROPIONATE,,,,,0.1,MG,KUVIULQEHSCUHY-XYWKZLDCSA-N,"InChI=1S/C28H37ClO7/c1-6-23(33)35-15-22(32)28(36-24(34)7-2)16(3)12-20-19-9-8-17-13-18(30)10-11-25(17,4)27(19,29)21(31)14-26(20,28)5/h10-11,13,16,19-21,31H,6-9,12,14-15H2,1-5H3/t16-,19-,20-,21-,25-,26-,27-,28-/m0/s1",CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)Cl)O)C)C)OC(=O)CC,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,1,452
917,FORMOTEROL FUMARATE DIHYDRATE, FORMOTEROL FUMARATE DIHYDRATE,,,,,0.006,MG,RATSWNOMCHFQGJ-AYJOUMQSSA-N,"InChI=1S/2C19H24N2O4.C4H4O4.2H2O/c2*1-13(9-14-3-6-16(25-2)7-4-14)20-11-19(24)15-5-8-18(23)17(10-15)21-12-22;5-3(6)1-2-4(7)8;;/h2*3-8,10,12-13,19-20,23-24H,9,11H2,1-2H3,(H,21,22);1-2H,(H,5,6)(H,7,8);2*1H2/b;;2-1+;;/t2*13-,19+;;;/m11.../s1",C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.C(=C/C(=O)O)\C(=O)O.O.O,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1.COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1.O=C(O)/C=C/C(=O)O,2,10
917,GLYCOPYRRONIUM BROMIDE, GLYCOPYRRONIUM BROMIDE,,,,,0.0125,MG,VPNYRYCIDCJBOM-QQTWVUFVSA-M,"InChI=1S/C19H28NO3.BrH/c1-20(2)13-12-17(14-20)23-18(21)19(22,16-10-6-7-11-16)15-8-4-3-5-9-15;/h3-5,8-9,16-17,22H,6-7,10-14H2,1-2H3;1H/q+1;/p-1/t17-,19-;/m0./s1",C[N+]1(CC[C@@H](C1)OC(=O)[C@@](C2CCCC2)(C3=CC=CC=C3)O)C.[Br-],C[N+]1(C)CC[C@H](OC(=O)[C@](O)(c2ccccc2)C2CCCC2)C1.[Br-],1,198
918,DIMETHYL FUMARATE,DIMETHYL FUMARATE,These tmax figures refer to monomethyl fumarate as dimethyl fumarate is extensively transformed presystemically. Can be inferred from data that most of the dose is absorbed orally.,1,,2.25,240,MG,LDCRTTXIJACKKU-ONEGZZNKSA-N,"InChI=1S/C6H8O4/c1-9-5(7)3-4-6(8)10-2/h3-4H,1-2H3/b4-3+",COC(=O)/C=C/C(=O)OC,COC(=O)/C=C/C(=O)OC,1,17
919,POTASSIUM CITRATE MONOHYDRATE,POTASSIUM CITRATE,Potassium ions,1,1,,847,MG,PJAHUDTUZRZBKM-UHFFFAOYSA-K,"InChI=1S/C6H8O7.3K.H2O/c7-3(8)1-6(13,5(11)12)2-4(9)10;;;;/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12);;;;1H2/q;3*+1;/p-3",C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.O.[K+].[K+].[K+],O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],1,456
919,POTASSIUM HYDROGEN CARBONATE, POTASSIUM HYDROGEN CARBONATE,Potassium ions,1,1,,1582,MG,TYJJADVDDVDEDZ-UHFFFAOYSA-M,"InChI=1S/CH2O3.K/c2-1(3)4;/h(H2,2,3,4);/q;+1/p-1",C(=O)(O)[O-].[K+],O=C([O-])O.[K+],1,457
920,SILDENAFIL CITRATE,SILDENAFIL,,,0.41,1,20,MG,DEIYFTQMQPDXOT-UHFFFAOYSA-N,"InChI=1S/C22H30N6O4S.C6H8O7/c1-5-7-17-19-20(27(4)25-17)22(29)24-21(23-19)16-14-15(8-9-18(16)32-6-2)33(30,31)28-12-10-26(3)11-13-28;7-3(8)1-6(13,5(11)12)2-4(9)10/h8-9,14H,5-7,10-13H2,1-4H3,(H,23,24,29);13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)",CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,CCCc1nn(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]c12.O=C(O)CC(O)(CC(=O)O)C(=O)O,1,124
